"id","yale_id","note_count","remark_abbr","remark"
2278,1996,1,"VAR:","Speculation that star may have been a SN 2.5 million yrs. ago."
2279,1997,1,"D:  ","AB binary.  C, 7.2v A0 at 75"", CPM."
2280,1997,1,"SB: ","ADS 4392A."
2281,1999,1,"D:  ","Binary. Companion F0."
2282,1999,1,"DYN:","0.005""."
2283,1999,1,"SB: ","vsini of secondary 70k/s."
2284,2001,1,"SB: ","Spectroscopic triple system with nearly equal components."
2285,2001,1,"VAR:","EA 6.02 - 6.43V, 6.1 - 6.5p.  3.4057d.  Redder at min."
2286,2004,1,"C:  ","Color excess E(B-V) = +0.07."
2287,2004,1,"G:  ","Ori OB1."
2288,2004,1,"N:  ","SAIPH."
2289,2004,1,"R:  ","Diam. 0.00044 - 0.00045""."
2290,2004,1,"S:  ","Deficient in ultraviolet relative to most early-type supergiants shortward of 2800A."
2291,2011,1,"VAR:","Amp. 0.1V.  Cycles 35-36d in 1970-1 not confirmed in other seasons."
2292,2012,1,"D:  ","Companion optical."
2293,2012,1,"S:  ","G9.5III CN 0.5 Fe 1 Ba 0.2:"
2294,2013,1,"D:  ","Third component, visual, 11.6v at 15"".  Reality of the occultation binary, sep. 0.01"", has been questioned."
2295,2013,1,"R:  ","Occultation diam. = 0.0024""."
2296,2014,1,"G:  ","Probable Hyades group."
2297,2018,1,"M:  ","High space velocity."
2298,2018,1,"S:  ","Spectrum may be variable."
2299,2018,1,"VAR:","Amp. 0.10V."
2300,2020,1,"S:  ","Shell star."
2301,2021,1,"D:  ","CPM.  Combined mag., color."
2302,2022,1,"G:  ","61 Cyg group."
2303,2024,1,"S:  ","vsini of secondary 85k/s."
2304,2024,1,"SB: ","209.20d, K 19.2k/s, V0 +15.3k/s, asini 50.1."
2305,2024,1,"VAR:","Amp. 0.082."
2306,2027,1,"SB: ","2.9333d, K 78.0k/s, V0 -4.0k/s, asini 3.15."
2307,2027,1,"VAR:","EB 5.12 - 5.29V, 2.933241d."
2308,2028,1,"M:  ","High space velocity."
2309,2029,1,"G:  ","Sirius group?"
2310,2029,1,"N:  ","Flamsteed also called this star 32 Cam = 30 Aur."
2311,2029,1,"R:  ","Radius relative to Sun = 2.6."
2312,2029,1,"S:  ","Lambda Boo type."
2313,2030,1,"S:  ","vsini of secondary =<50k/s.  Luminosity also classified V."
2314,2031,1,"G:  ","Ori OB1c."
2315,2033,1,"VAR:","Amp. 0.05U, 2.63?d.  Possible new periods of 2.654 and 1.5889d, of which the smaller preferred."
2316,2034,1,"SB: ","4.8, 6.3v, sep. 0.0013"", 5.969d, K 48.9k/s, V0 -17.2k/s, msin3i 0.633, asini 4.01."
2317,2035,1,"S:  ","K0III CN-2 Fe-1.5 CH 0.5."
2318,2039,1,"S:  ","Lambda Boo star, Mg 4481 wk."
2319,2040,1,"G:  ","61 Cyg group."
2320,2040,1,"N:  ","Wezn; Wazn."
2321,2042,1,"G:  ","Wolf 630 group."
2322,2047,1,"D:  ","Possibly triple system.  Magnitudes of separate components unknown."
2323,2047,2,"D:  ","A*, 14.25y, a = 0.095"".  Probably low-mass companion."
2324,2047,1,"G:  ","In UMa cluster; Sirius group? UMa stream."
2325,2047,1,"R:  ","Occultation diam. = 0.0016""."
2326,2050,1,"D:  ","Optical."
2327,2052,1,"G:  ","Cas-Tau OB1."
2328,2052,1,"SB: ","6.1, 8.3v, sep. 0.0006"", 7.9969d, K 70k/s, V0 +21k/s, msin3i 8.84, asini 7.70."
2329,2052,1,"VAR:","Beta C?, amp. <0.02V."
2330,2053,1,"D:  ","AB optical.  C, 12v at 45""."
2331,2056,1,"VAR:","Ell? 4.85 - 4.92V, 0.03b, 0.640d."
2332,2058,1,"G:  ","Ori OB1c."
2333,2059,1,"S:  ","Also classified A1III + B9V:"
2334,2059,1,"SB: ","8.5690d, K 59.8k/s, V0 -1k/s, msin3i 3.39, asini 7.03."
2335,2059,1,"VAR:","EA 6.19 - 6.87V, 8.56898d.  Sp. at min., B9V."
2336,2061,1,"D:  ","Components B-E all 11 to 14.5v at sep. 40"" to 174"" from A. D 13.5 at 77"", optical.  Speckle interferometric observations"
2337,2061,2,"D:  ","in 1983 November (Karovska et al. 1986, ApJ, 308, 360) show A to be a triple system with closer companion at 0.06"""
2338,2061,3,"D:  ","(mag. diff. 3.4 at H alpha) and more distant companion at 0.51"" (mag. diff. 4.6 at H alpha)."
2339,2061,1,"M:  ","Radio star. Circumstellar shell of gas and dust. The gas shell detached from photosphere at about 5 stellar radii. Diam"
2340,2061,2,"M:  ","of optically thin dust shell possibly 1"".5. Surrounded by reflection nebula. Gas shell up to 100 R, dust shell from 12"
2341,2061,3,"M:  ","to 250 R. Highly limb darkened."
2342,2061,1,"N:  ","BETELGEUSE; Betelguex; Betelgeuze; Beteiguex; Al Mankib."
2343,2061,1,"R:  ","The first star whose diameter was measured with the interferometer, .047"", by Michelson and Pease at Mt. Wilson in 1920."
2344,2061,1,"RV: ","Expanding circumstellar shell, extending at least 29"" or about 600 stellar radii. If rate constant, initial potassium"
2345,2061,2,"RV: ","ejection about 2700 years ago. 2.85-cm radio emission indicates mass loss."
2346,2061,1,"S:  ","Ultraviolet FeII emission. 5-micron observations indicate carbon monoxide. STRATOSCOPE II observations indicate infrared"
2347,2061,2,"S:  ","H2O bands.  UV observations from OAO-2 indicate C and O underabundant.  MgII emissions indicate a cooler shell"
2348,2061,3,"S:  ","surrounding the supergiant."
2349,2061,1,"SB: ","ADS 4506A, 5.781y, K 3.08k/s, V0 +20.33k/s, asini 81.773."
2350,2061,1,"VAR:","ADS 4506A, SRc 0.40 - 1.3V, 2335d.  Also superimposed waves 200-400d."
2351,2063,1,"P:  ","Polarization possibly due to circumstellar dust scattering."
2352,2063,1,"R:  ","Occultation diam. = 0.0143 - 0.01545""."
2353,2063,1,"S:  ","Infrared star.  OH and water emission.  SiO maser source.  OH emission strong in infrared.  Also H2O microwave"
2354,2063,2,"S:  ","emission.  IR spectra show water vapor.  Strong water bands at light minimum."
2355,2063,1,"VAR:","M 4.8 - 12.6v, 368.3d.  Period has varied between 367.9 and 376.0d.  Colors correspond to 6.72V."
2356,2065,1,"G:  ","Epsilon Ind group."
2357,2067,1,"D:  ","All companions optical."
2358,2073,1,"S:  ","Houk classified G8III + A."
2359,2074,1,"G:  ","Gem OB1."
2360,2081,1,"SB: ","219.13d, K1 32.2k/s, K2 33.23k/s, V0 -4.09k/s, a1sini 97.1, a2sini 100.1."
2361,2084,1,"C:  ","Color excess E(B-V) = +0.15."
2362,2084,1,"G:  ","Gem OB1."
2363,2084,1,"S:  ","uv indicates gB0.5."
2364,2088,1,"D:  ","AB binary.  C, 14.1v at 13""."
2365,2088,1,"G:  ","In Ursa cluster; Sirius group; UMa stream; UMa cluster."
2366,2088,1,"N:  ","Menkalinan; Menkalina."
2367,2088,1,"R:  ","Radius relative to Sun = 3.0."
2368,2088,1,"SB: ","ADS 4556A, 3.9600d, K 107.5k/s, V0 -17.1k/s, msin3i 2.20, asini 5.85.  Masses 2.33, 2.25 solar.  Rotational"
2369,2088,2,"SB: ","velocities both components <30k/s.  Second SB ever discovered, by Antonia Maury, 1889."
2370,2088,1,"VAR:","ADS 4556A, EA 1.89 - 1.98V, 1.93 - 2.02B, A2+A2, 3.9600421d, i 78.5d."
2371,2091,1,"C:  ","Large infrared excess."
2372,2091,1,"M:  ","Radio star."
2373,2091,1,"S:  ","Ultraviolet FeII emission."
2374,2091,1,"VAR:","Lc 4.24 - 4.34V.  Radio emission at 2.85cm indicates mass loss."
2375,2094,1,"G:  ","Hyades moving group."
2376,2095,1,"D:  ","AB binary , combined mag., colors. B is 7.2v G2V. C, 11v at 49"" optical."
2377,2095,1,"DYN:","0.032""."
2378,2095,1,"R:  ","Radius 3.3 solar."
2379,2095,1,"VAR:","ADS 4566B.  Alpha CV 2.62 - 2.70V.  Amp. 0.43m at 1400A, 1.3735d.  Magnetic field varies 3.618d."
2380,2096,1,"D:  ","AB probably binary.  B, 11v at 2"".  Component C, K0III, optical."
2381,2099,1,"D:  ","126.0y, e 0.56, a 0.265"", i 75.4d, mag. diff 1.4."
2382,2099,1,"S:  ","Also classified K0III + A7V."
2383,2100,1,"SB: ","2.7405d, K 55.6k/s, V0 +45.3k/s, asini 2.09."
2384,2100,1,"VAR:","Delta Sct 5.88 - 5.92V, 0.0611d."
2385,2102,1,"G:  ","Epsilon Ind group."
2386,2107,1,"SB: ","15.492d."
2387,2107,1,"VAR:","Delta Sct 5.93 - 6.36V, amp. 0.38 B, 0.13372, 0.13612 and 0.08261d; amp. var. in 7.7455d.  Multiple periods."
2388,2108,1,"SB: ","9.3553d, K 57.1k/s, V0 +22.2k/s, asini 7.18."
2389,2111,1,"D:  ","Optical."
2390,2111,1,"G:  ","Gem OB1."
2391,2114,1,"D:  ","C, 13.0v at 20"" from B."
2392,2114,1,"VAR:","Amp. 0.15p, may be spurious due to companion."
2393,2116,1,"D:  ","Suspected occultation double."
2394,2116,1,"N:  ","141 Tau in Gemini."
2395,2119,1,"G:  ","Sigma Pup group."
2396,2121,1,"G:  ","Probable Hyades group."
2397,2123,1,"D:  ","BC, 9.0, 10.0v, sep. 0.6"", CPM with A."
2398,2123,1,"VAR:","Delta Sct?"
2399,2124,1,"D:  ","AB 4.4 A2V, 6.0 F3V, 17.5d, a = 0.276""; ABxP, 18.25y, a = 0.089"".  Magnitude and colors for combined light.  A is alpha"
2400,2124,2,"D:  ","CVn var., SB1, 4.45d; B is SB2, 4.78d.  Component C, 14v at 18"" probably optical."
2401,2124,1,"DYN:","0.023""."
2402,2124,1,"G:  ","Mel 25; the Hyades."
2403,2124,1,"S:  ","K/m indicate A3/A7, respectively."
2404,2124,1,"SB: ","ADS 4617A, 4.4476d, K 28.4k/s, V0 var., asini 1.74.  Alternate orbit 4.4478d, K 29.2k/s, V0 +40.9k/s,"
2405,2124,2,"SB: ","asini 1.79.  Speckle interferometric sep. 0.153"" 1980.94; unresolved 1983.94.  ADS 4617AB, 18y, K 14.9k/s,"
2406,2124,3,"SB: ","V0 +43.3k/s, asini 851.  ADS 4617B is SB2, 4.78d."
2407,2124,1,"VAR:","ADS 4617A, Alpha CV 4.10 - 4.18V."
2408,2128,1,"D:  ","Binary."
2409,2128,1,"SB: ","ADS 4615A."
2410,2130,1,"D:  ","Triple system, SB, sep. 0.0014"".  Third component found by occulation, 6.5v at 0.060""."
2411,2130,1,"S:  ","Luminosity also given as V."
2412,2130,1,"SB: ","14.57d."
2413,2132,1,"G:  ","Hyades group."
2414,2134,1,"D:  ","AB 4.7 G6III, 5.1 G8III, 13.17y, a = 0.19"".  Combined mag., colors.  Component A is SB, 4.9, 6.9v, sep. 0.0013""."
2415,2134,2,"D:  ","Speckle interferometric sep. 0.128"" 1982.17, 0.086"" 1983.93.  Component C, 13.0v at 101""."
2416,2134,1,"N:  ","Propus, a name more commonly applied to HR 2216."
2417,2134,1,"SB: ","Comp. B of double; 9.5966d, K 51.7k/s, V0 +31.7k/s, asini 6.82."
2418,2135,1,"D:  ","Occultation binary, sep. 0.02""."
2419,2135,1,"G:  ","Gem OB1."
2420,2135,1,"S:  ","Emission lines possibly variable."
2421,2135,1,"VAR:","H alpha profile var."
2422,2137,1,"D:  ","Confusion as to whether B or C is the brighter, B at 18"", C at 84"" from A."
2423,2140,1,"D:  ","C is 15v at 21""."
2424,2142,1,"RV: ","Rapidly rotating and variable hydrogen lines suggest recent ejection of equatorial shell."
2425,2142,1,"S:  ","Shell star."
2426,2142,1,"VAR:","5.20 - 5.23V, 80.85d, periodic shell phenomena."
2427,2143,1,"SB: ","28.28d, K 51.4k/s, V0 +16.9k/s, msin3i 1.35, asini 16.6."
2428,2143,1,"VAR:","Suspected of 0.01m variability."
2429,2146,1,"D:  ","CPM.  Companion 10.72V, +0.90(B-V), +0.25(U-B), F7V."
2430,2148,1,"R:  ","Radius 1.5 solar."
2431,2148,1,"S:  ","Also classified A0Veq + M1III."
2432,2148,1,"SB: ","260.0d, K 21.0k/s, V0 +15.1k/s, asini 74.4.  Unresolved by speckle interferometry (1980.02).  Probable masses, 1.4"
2433,2148,2,"SB: ","for M-type star, 4.6 for B-type.  The B star subject to outbursts possibly correlated with orbital phase."
2434,2148,1,"VAR:","Z And 4.82 - 5.06V.  H-line var. M-type component irreg. amp.  0.07y. Shell Sp. varies like R CrB."
2435,2149,1,"D:  ","Sep. 0.097""."
2436,2149,1,"M:  ","Runaway star from Sco OB1 from which it appears to have been ejected 14 million yrs ago at velocity 150 km/sec."
2437,2151,1,"VAR:","Lb? 6.39 - 6.51V."
2438,2155,1,"G:  ","Hyades group."
2439,2155,1,"R:  ","Radius relative to Sun = 2.4."
2440,2156,1,"G:  ","Wolf 630 group."
2441,2156,1,"S:  ","H2O maser."
2442,2156,1,"VAR:","SRb 6.0 - 7.58v, 7.1 - 8.9p, 89d, superimposed on oscillations of 875 to 890d.  Amp. 0.55V, 0.08(B-V), 0.16(U-B)."
2443,2157,1,"D:  ","CPM with HR 2158."
2444,2158,1,"D:  ","Binary 5.9, 9.4v sep. 5"", CPM with HR 2157."
2445,2158,1,"DYN:","0.046""."
2446,2159,1,"G:  ","Cas-Tau OB1; member of Pleiades group."
2447,2159,1,"SB: ","131.211d, K 33.3k/s, V0 +24.1k/s, asini 46.2."
2448,2162,1,"D:  ","7.2 G5, 7.4, 463.5y, a = 2.94""."
2449,2162,1,"DYN:","0.037""."
2450,2162,1,"RV: ","Component B, +14k/s and vsini 2.3k/s."
2451,2162,1,"VAR:","Amp. 0.10V.  Component A is itself double, showing variable radial velocity 12.10 to 33.22k/s, and vsini 7.99k/s.  One"
2452,2162,2,"VAR:","of the three components may be a spotted star."
2453,2166,1,"VAR:","Amp. 0.13V."
2454,2172,1,"SB: ","106d, K 40.5k/s, V0 +13.5k/s, msin3i 1.55, asini 45.8; vsini both components 30k/s.  Unresolved by speckle"
2455,2172,2,"SB: ","interferometry."
2456,2173,1,"D:  ","AB binary, combined mag., colors. C 14.4v at 18""."
2457,2173,1,"G:  ","Gem OB1."
2458,2173,1,"VAR:","ADS 4751B, 7.0 - 10.0v."
2459,2174,1,"D:  ","AB CPM. B is 6.94V, +0.04(B-V), -0.02(U-B), A0V, vsini 120k/s.  Component C, 8.9v at 118"". HD erroneously assigned the"
2460,2174,2,"D:  ","preceding number, HD 42092, to the fainter following component of ADS 4749.  Consequently the data for the two primary"
2461,2174,3,"D:  ","components are sometimes interchanged. vsini for component A is 250k/s."
2462,2174,1,"VAR:","ADS 4749A, spectrum variable. Sometimes shows shell features."
2463,2175,1,"D:  ","Binary with HR 2176."
2464,2175,1,"G:  ","Hyades group."
2465,2176,1,"D:  ","Binary with HR 2175."
2466,2176,1,"G:  ","Hyades group."
2467,2177,1,"M:  ","Old disk population runaway star."
2468,2181,1,"D:  ","Sep. 0.099""."
2469,2185,1,"G:  ","In NGC 2168."
2470,2186,1,"D:  ","6.4 F5V, 6.5 F5V, 18.2y, a = 0.203""."
2471,2190,1,"D:  ","IUE observations of uv continuum suggest an early-type companion, B9 or A1III-IV."
2472,2190,1,"G:  ","Gem OB1."
2473,2190,1,"S:  ","Also classified K5.5-M1.3Iab."
2474,2190,1,"VAR:","SRc 8.7 - 9.5p, 182d."
2475,2195,1,"VAR:","Alpha CV, amp. 0.04U, 1.36:d."
2476,2197,1,"G:  ","Gem OB1."
2477,2197,1,"SB: ","About 600d."
2478,2197,1,"VAR:","Lc? 5.74 - 8.1V, possibly E, per. 32y."
2479,2198,1,"G:  ","Cas-Tau OB1; member of Pleiades group."
2480,2198,1,"SB: ","19.0d, K 15k/s."
2481,2199,1,"G:  ","Member of the local association (Pleiades group); Cas-Tau OB1."
2482,2199,1,"SB: ","45.10d, K 22.4, V0 +19.3, asini 13.41."
2483,2202,1,"VAR:","Alpha CV 6.16 - 6.18V, amp. 0.02y, 0.724d."
2484,2207,1,"G:  ","Member of the local association (Pleiades group)."
2485,2212,1,"SB: ","1.6725d, K 167.0k/s, V0 +30.6k/s, asini 3.84."
2486,2212,1,"VAR:","EB 4.65 - 4.90V, 1.672541d."
2487,2214,1,"D:  ","Binary. Occultation indicates sep. 0.27""."
2488,2215,1,"VAR:","Lb? 4.93 - 5.04V."
2489,2216,1,"D:  ","AB, 473.7y, a = 1.08"".  B is 8.8v at 1.4"".  A is suspected occultation double, 3.4, 5.4v, sep.  0.03"".  Masses A, 12.4;"
2490,2216,2,"D:  ","B, 5.5 solar.  The three components are surrounded by a gaseous envelope."
2491,2216,1,"DYN:","0.007""."
2492,2216,1,"N:  ","Propus; Praepes; Tejat Prior."
2493,2216,1,"SB: ","ADS 4841A 2983d, K 8.8k/s, V0 +17.6k/s, asini 306.  Unresolved by speckle interferometry 1982.17 and 1983.93."
2494,2216,1,"VAR:","ADS 4841A, SRa + EA 3.15 - 3.9v, 232.9d.  Deepest min. satisfy SB period 2984d."
2495,2217,1,"D:  ","AB CPM. B is dF0; C 12.3v at 202"" optical. D, 11.5v at 120"" from A."
2496,2218,1,"G:  ","Probable Hyades group."
2497,2220,1,"D:  ","B and C optical.  Aitken and Wallenquist disagree on magnitude difference:  Aitken AB 6.0, AC 5.3, AD 4.8; Wallenquist"
2498,2220,2,"D:  ","5.6, 7.6, 7.3, respectively.  Separation 25"", 76"" and 86"", respectively."
2499,2222,1,"D:  ","Companion, RV -2k/s, optical."
2500,2222,1,"M:  ","Old disk population runaway star."
2501,2227,1,"N:  ","Called Alpha Mon in BAC and many early catalogues.  Now HR 2970 is called Alpha Mon."
2502,2228,1,"G:  ","UMa stream."
2503,2230,1,"D:  ","Suspected occultation double, 6.9, 6.9, sep. 0.1""."
2504,2230,1,"G:  ","UMa stream."
2505,2236,1,"D:  ","6.8 F5, 7.0, 28.1y, a = 0.165""."
2506,2237,1,"D:  ","132.7y, e 0.52, a 0.24"", i 55.7d, mag. diff 0.3."
2507,2237,1,"DYN:","0.005""."
2508,2238,1,"RV: ","0.065d."
2509,2238,1,"VAR:","E: + Delta Sct: 4.43 - 4.73V.  Line widths vary 0.3d."
2510,2239,1,"G:  ","Eta Cep group."
2511,2240,1,"G:  ","In cluster CR 89; Gem OB1; in nebulosity."
2512,2247,1,"D:  ","AP 6.1 A2IV, 9.0y, a = 0.109"".  B and C both 8.4v at 63"" and 117"", both optical.  D, 11v at 5"" from C.  AP resolved"
2513,2247,2,"D:  ","by speckle interferometry 1983.93, sep. 0.06"".  Aa resolved by speckle interferometry 1983.93, but unresolved 1983.94."
2514,2247,1,"DYN:","0.020""."
2515,2249,1,"S:  ","H alpha emission."
2516,2253,1,"D:  ","AB binary. B, 13.0v at 2"". C, optical? 13.28V, +0.56(B-V), +0.34(U-B)."
2517,2254,1,"D:  ","Optical."
2518,2254,1,"G:  ","Wolf 630 group."
2519,2256,1,"VAR:","5.4 - 5.47B."
2520,2257,1,"D:  ","AB binary.  C, 12.9v at 26"".  D, 11.0 at 100"".  AE magnitude difference 6.24V, sep. 70""."
2521,2258,1,"VAR:","Amp. 0.04U, 1.0785d.  H and K lines vary."
2522,2259,1,"SB: ","1325d, k 10.92k/s, v0 -24.85k/s, asini 179."
2523,2260,1,"S:  ","Bright ultraviolet."
2524,2260,1,"VAR:","Amp. 0.03V."
2525,2263,1,"G:  ","Zeta Her group."
2526,2264,1,"SB: ","6.5013d, K 31.7k/s, V0 -1.5k/s, asini 2.83."
2527,2268,1,"G:  ","Probable Hyades group."
2528,2269,1,"VAR:","Lc?, 5.68 - 5.81V."
2529,2271,1,"VAR:","Beta C?, amp. >0.002V."
2530,2274,1,"D:  ","AB optical. B is F8."
2531,2280,1,"D:  ","6.8 A3V, 7.4 A6V, 120y, a = 0.448""."
2532,2280,1,"VAR:","ADS 4971, 6.3 - 6.37V, combined mag. Difference between components varies from 0.2 to 1.5V. Uncertain which component is"
2533,2280,2,"VAR:","var."
2534,2282,1,"G:  ","Member of the local association (Pleiades group)."
2535,2282,1,"N:  ","Furud; Phurud."
2536,2282,1,"SB: ","675d, K 13.5k/s, V0 +32.2k/s, asini 103."
2537,2282,1,"VAR:","Beta C?"
2538,2284,1,"D:  ","AB CPM.  C at 56"", optical?"
2539,2284,1,"S:  ","Also classified B1Vpc.  Variable emission lines."
2540,2284,1,"VAR:","Gamma Cas 5.46 - 5.64V."
2541,2285,1,"D:  ","CPM."
2542,2286,1,"G:  ","Zeta Her group."
2543,2286,1,"N:  ","Tejat Posterior; Calx; Pish Pai."
2544,2286,1,"R:  ","Occultation diam. = 0.0118 - 0.0160""."
2545,2286,1,"S:  ","Ultraviolet FeII emission."
2546,2286,1,"VAR:","Lb 2.76 - 3.02V."
2547,2288,1,"VAR:","5.48 - 5.54V.  Not var. in U."
2548,2289,1,"VAR:","Lc? 4.75 - 5.70V, 6.6 - 7.2p."
2549,2291,1,"D:  ","Possibly faint visual companion at 50""."
2550,2291,1,"G:  ","UMa stream; Sirius group."
2551,2291,1,"S:  ","CaII/H/met indicate A3/A1/F0-2, respectively.  Spectrum also classified A3/A7/F2, A3Vm+F0V and A7V+F3V."
2552,2291,1,"SB: ","9.9451d, K 65.7k/s, V0 -11.9k/s, msin3i 2.11, asini 8.98."
2553,2291,1,"VAR:","EA 5.64 - 6.03V, 9.945070d, i 87.8d.  Close third body or circumstellar matter needed to account for the light curve,"
2554,2291,2,"VAR:","but no spectroscopic evidence available."
2555,2292,1,"G:  ","Cas-Tau OB1."
2556,2293,1,"D:  ","B, 10v at 31"" optical; C, G8III probably optical. D, 12v at 80""."
2557,2294,1,"C:  ","Color excess E(B-V) = +0.01."
2558,2294,1,"N:  ","Murzim; Mirzam; Mirza."
2559,2294,1,"R:  ","Diam. = 0.00050 - 0.00052""."
2560,2294,1,"RV: ","0.25002246 and 49d."
2561,2294,1,"S:  ","Lyman alpha and Lyman beta observed from COPERNICUS."
2562,2294,1,"VAR:","Beta C 1.93 - 2.00V.  Prototype star.  Multi-periodic: 0.25002246, 0.2513003, 49.17 and 0.23904d, others reported.  Beat"
2563,2294,2,"VAR:","periods 49.198, 5.442 and 4.900d.  Sp. also var. over 0.25d."
2564,2296,1,"C:  ","IR source."
2565,2296,1,"G:  ","In Ursa cluster? Sirius group."
2566,2296,1,"SB: ","868.78d, K 10.6k/s, V0 -2.6k/s, asini 90.4."
2567,2298,1,"D:  ","Binary with HR 2299.  Combined light 4.30V, +0.21(B-V).  Component C, 12.2v at 93""."
2568,2298,1,"SB: ","331d?  Unresolved by speckle interferometry."
2569,2299,1,"D:  ","See HR 2298."
2570,2300,1,"RV: ","Recent determination of vsini 300k/s."
2571,2304,1,"D:  ","Speckle interferometric double, 6.5, 6.9v, sep. 0.055""."
2572,2306,1,"VAR:","ADS 5023B, 7.5 - 9.0v."
2573,2308,1,"S:  ","Technetium found in spectrum."
2574,2308,1,"VAR:","Lb 8.5 - 9.7p."
2575,2309,1,"D:  ","CPM companion F0V; however, the companion is optical."
2576,2309,1,"RV: ","Hube gives single plate, +68k/s."
2577,2310,1,"D:  ","IUE observations suggest an early-type companion, about A0."
2578,2310,1,"VAR:","CDelta 5.58 - 6.62V, 27.0205d since 1933.  Period has increased from 27.0093 before 1900, with mean value 27.024649d."
2579,2317,1,"SB: ","428.1d, K 7.99k/s, V0 +15.85k/s, asini 45.4."
2580,2318,1,"S:  ","Also classified G2IV."
2581,2325,1,"G:  ","Open cluster NGC 2232 #2."
2582,2326,1,"G:  ","Red star Pleiades group."
2583,2326,1,"N:  ","CANOPUS; Suhel; Suhail."
2584,2326,1,"R:  ","Diam. = 0.0061 - 0.0066""."
2585,2326,1,"S:  ","Probable magnetic star."
2586,2328,1,"D:  ","Fixed sep."
2587,2332,1,"S:  ","Also classified F4Ib-G1Ib."
2588,2332,1,"VAR:","CDelta 5.02 - 5.82V.  Per. changing, 3.728365 before 1950, 3.728115 since.  CaII emission on rising branch of light"
2589,2332,2,"VAR:","curve.  Blue companion suspected."
2590,2334,1,"N:  ","77 Ori in Monoceros."
2591,2335,1,"N:  ","78 Ori in Monoceros."
2592,2336,1,"SB: ","Moderate amplitude. Secondary fainter, Am."
2593,2339,1,"D:  ","Sep. 0.003""."
2594,2343,1,"D:  ","AA' probably combined light and color.  This may be the SB pair, 4.3, 6.0v, sep. 0.2"".  B, 8.5V A1V at 113"","
2595,2343,2,"D:  ","vsini 141k/s, is binary with C, 8.9v, sep. 0.2"".  Component P, 15.1V at 24"" optical.  Other components faint at 54"""
2596,2343,3,"D:  ","to 92""."
2597,2343,1,"G:  ","Hyades group."
2598,2343,1,"S:  ","Shell star."
2599,2343,1,"SB: ","ADS 5103A, 9.6y.  Resolved by speckle interferometry 1983.93, sep. 0.07""."
2600,2344,1,"G:  ","Brightest star in open cluster NGC 2232, #1."
2601,2927,1,"G:  ","Hyades group."
2602,2356,1,"D:  ","Triple system with HR 2357 and 2358. Combined mag., color 3.74V, -0.15(B-V), all Be stars.  AB, 17000y; AC, sep. 10"","
2603,2356,2,"D:  ","29000y.  Component D, 12.2v at 26"" from A.  Uncertain which of components A,B,C, HR 2356,7,8 is the light variable"
2604,2356,3,"D:  ","NSV 2977, for which the mag. 3.75V is a blend of all three."
2605,2356,1,"S:  ","Shell star with variable H alpha emission."
2606,2356,1,"SB: ","12.5y, K 30k/s, asini 1900. Shell oscillations. Spectrum var. 12.5y for 3.5 cycles, then ceased."
2607,2356,1,"VAR:","Hydrogen lines var. K 30k/s. Shell line velocities do not correspond to orbital elements; may be due to gaseous ring."
2608,2357,1,"D:  ","See HR 2356."
2609,2357,1,"DYN:","0.008""."
2610,2357,1,"S:  ","Shell star."
2611,2358,1,"D:  ","See HR 2356."
2612,2358,1,"DYN:","0.008""."
2613,2362,1,"S:  ","Also classified A0pSi."
2614,2364,1,"S:  ","Shell star."
2615,2364,1,"VAR:","Amp. 0.055b."
2616,2366,1,"D:  ","AB binary. B is K0V.  Component C, 11.4v at 45"" optical."
2617,2370,1,"D:  ","Double emission lines of which red component variable intensity.  Component B, 9.09V, -0.05(B-V), -0.30(U-B), B9IVe,"
2618,2370,2,"D:  ","RV +6k/s, vsini 201k/s."
2619,2370,1,"G:  ","HII region; in cluster NGC 2264, region of expanding OB assoc. in gas and dust. See note for HR 2456."
2620,2372,1,"S:  ","Also classified A3m: + A3m:"
2621,2372,1,"SB: ","2.5250d, K 115.6k/s, V0 -8.7k/s, msin3i 1.98, asini 4.01.  Masses 1.92, 1.90 solar. vsini same for both"
2622,2372,2,"SB: ","components 35k/s."
2623,2372,1,"VAR:","EA 5.79 - 6.54V, 2.52501922d.  Per. changes. Rot. line apsides per.  about 40,000d."
2624,2373,1,"D:  ","Companion F5V, optical."
2625,2374,1,"G:  ","In HII region."
2626,2375,1,"G:  ","Possible Eggen group with HR 63, q.v."
2627,2377,1,"G:  ","Hyades group."
2628,2378,1,"D:  ","Optical."
2629,2382,1,"G:  ","In field of open cluster NGC 2244 #56, the Rosette Nebula, associated with dense clouds of gas. Probable nonmember."
2630,2384,1,"D:  ","Quadruple system, AB 6.1 G5, 6.2, 52.9y, a = 0.484"".  CoD = -50d2440, 9.7, 9.8v sep. 0.5"" at 12"" from AB, 105.6y, a ="
2631,2384,2,"D:  ","0.535"".  AB, CD are CPM."
2632,2384,1,"DYN:","AB, 0.022""; CD, 0.020""."
2633,2385,1,"G:  ","Mon OB1; in reflection nebula; member assoc. Mon R1 at 1050 pc."
2634,2385,1,"VAR:","R-I also found at -0.02."
2635,2387,1,"G:  ","Possible member CR 121; OB1 group near Omicron CMa."
2636,2387,1,"S:  ","Abnormally strong UV SiIV and CIV for its luminosity class."
2637,2387,1,"VAR:","Beta C 4.33 - 4.36V, 0.2095755d, secondary variations. Effective temperature varies by 1400K and ratio of max. to"
2638,2387,2,"VAR:","min.  radius by 1.042."
2639,2388,1,"S:  ","Houk classified G8III + A3/5."
